ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
448,50,27,82,25154,4,1.18,2,123,1,1,0,0,0
449,54,8,130,34194,1,8.59,1,139,1,0,1,0,1
450,49,19,108,75020,4,7.86,3,10,0,1,0,0,1
451,42,18,70,56861,3,3.01,1,170,1,1,0,0,0
452,46,38,197,32448,2,3.58,2,35,1,0,1,1,0
453,34,11,151,33528,4,3.45,3,129,0,0,0,0,0
454,57,14,123,39402,4,6.65,3,60,1,0,0,0,1
455,55,30,142,14352,2,1.08,1,48,0,1,1,0,1
456,55,13,67,10184,4,5.15,1,185,0,1,1,1,1
457,59,10,51,20384,2,1.77,2,220,1,0,1,0,0
458,34,25,139,24319,3,8.29,2,5,0,1,1,0,1
459,25,26,198,30449,3,4.12,2,299,1,0,0,0,0
460,23,10,199,66333,3,5.51,2,174,1,1,0,1,1
461,55,37,118,51205,1,0.78,3,278,1,0,0,1,0
462,62,33,93,20426,3,1.05,2,203,0,1,1,0,0
463,32,18,53,17504,4,6.91,2,95,0,0,0,1,0
464,51,5,183,66578,1,7.78,2,281,0,1,1,1,1
465,35,37,89,68209,1,7.25,1,134,0,1,1,0,1
466,34,27,190,43368,1,7.5,1,32,0,1,1,1,1
467,53,0,129,62185,3,1.49,1,81,1,0,0,1,0
468,24,34,35,90221,1,7.09,2,147,1,1,0,0,1
469,57,39,78,18724,3,2.23,3,94,1,1,1,0,0
470,45,7,38,15084,3,1.43,2,169,0,0,1,1,0
471,39,6,114,44810,1,7.69,1,210,0,0,1,0,1
472,48,10,132,92277,1,8.95,1,190,0,1,1,1,1
473,30,38,60,92297,4,7.31,2,6,1,1,0,0,1
474,51,3,100,88872,1,8.15,3,33,1,0,0,1,0
475,48,24,194,30872,3,9.92,3,50,0,1,1,0,1
476,32,11,122,88950,4,1.78,3,119,1,1,0,1,1
477,48,25,73,80333,4,9.67,1,137,0,0,1,1,0
478,56,37,114,78843,3,6.21,1,105,1,0,1,1,1
479,63,11,166,12596,1,8.23,3,281,0,0,1,1,1
480,29,36,81,27167,1,6.68,2,31,0,1,1,1,1
481,26,23,118,97844,2,5.92,3,123,1,1,0,1,1
482,33,15,112,99751,1,7.18,2,169,1,0,1,1,1
483,51,12,84,87331,2,3.54,1,11,0,0,0,1,0
484,58,24,87,90520,4,9.28,1,167,1,1,1,0,1
485,47,3,47,68326,4,1.6,1,77,1,0,1,1,0
486,43,10,37,87670,4,3.52,3,33,1,1,0,0,0
487,58,31,45,20782,2,0.8,3,208,0,0,0,0,0
488,32,6,123,52002,3,3.08,1,7,1,0,0,1,0
489,59,10,166,97187,3,2.57,1,224,1,1,1,0,1
490,31,27,74,34022,4,0.97,1,226,1,1,1,0,0
491,46,22,138,94458,2,5.17,3,174,1,0,0,0,1
492,57,22,143,24618,2,4.95,3,80,0,1,0,0,1
493,57,27,153,27245,4,1.24,1,281,0,1,1,0,1
494,58,25,148,93796,1,2.99,3,56,0,0,1,0,0
495,40,24,27,20027,4,9.56,3,134,1,1,0,1,1
496,61,28,70,23986,2,1.55,3,237,0,1,0,1,0
497,54,18,104,13526,1,3.4,3,216,1,1,1,0,1
498,46,32,44,54361,3,0.84,1,226,0,1,1,1,0
499,45,35,194,77158,1,1.91,1,25,0,0,1,0,0
500,54,13,102,48286,3,7.14,3,186,1,0,1,0,1
501,59,13,112,39533,2,3.98,1,117,1,0,1,0,0
502,34,34,136,28316,4,4.79,1,196,1,0,0,1,0
503,35,29,157,18699,4,1.99,1,115,0,0,1,1,0
504,45,27,75,89491,4,6.98,2,101,1,1,0,1,1
505,47,16,31,68465,4,7.64,1,162,1,1,1,0,1
506,57,2,180,26673,4,2.22,1,177,1,1,1,1,1
507,63,15,139,33395,2,0.93,3,279,0,0,1,1,0
508,52,29,90,33707,2,1.27,3,285,1,0,1,0,0
509,39,28,36,94749,4,6.74,2,211,0,0,0,1,0
510,42,14,141,85937,1,1.79,2,53,0,1,1,1,1
511,47,24,143,96732,4,5.19,1,66,1,1,1,1,1
512,44,37,29,66416,3,1.95,1,31,1,1,1,1,0
513,35,37,50,18758,3,2.12,3,250,1,0,0,0,0
514,41,22,79,77009,3,0.54,1,7,1,0,1,0,0
515,58,24,89,23281,3,3.55,1,214,0,1,1,0,0
516,34,6,36,42548,4,1.35,1,45,1,1,0,0,0
517,63,21,69,28371,3,4.24,1,79,1,1,1,0,0
518,41,16,56,87593,1,6.18,1,34,0,0,0,0,0
519,34,17,137,29644,4,3.99,1,188,0,0,0,1,0
520,31,9,176,33874,3,7.2,1,88,1,1,1,0,1
521,29,9,179,98659,4,7.54,1,135,1,1,1,0,1
522,50,6,99,24281,4,7.12,3,33,1,0,0,1,0
523,36,37,30,78787,4,9.4,2,280,1,1,1,1,1
524,53,26,153,32289,2,2.75,1,112,1,1,1,0,1
525,41,32,142,15054,3,2.3,3,171,0,0,0,1,0
526,38,0,54,76846,2,6.29,1,42,0,1,0,1,1
527,27,33,52,59769,1,6.15,1,12,0,1,1,0,1
528,57,3,37,39312,1,5.35,2,173,1,1,1,1,1
529,34,16,184,14257,2,0.54,3,124,1,0,1,1,0
530,47,3,32,25846,3,5.77,1,206,1,1,1,0,1
531,43,25,109,32483,4,9.36,2,103,1,1,0,0,1
532,58,3,129,36558,1,3.68,2,129,0,0,1,1,0
533,45,0,20,53188,1,9.69,1,39,0,1,1,1,1
534,38,6,82,23012,1,3.89,1,22,1,1,1,0,0
535,61,29,53,43236,3,1.83,3,251,1,0,0,0,0
536,64,8,122,55076,2,4.28,3,289,1,1,0,1,1
537,61,34,29,58402,2,5.2,1,201,0,1,1,1,1
538,36,7,147,42076,3,6.48,1,154,0,1,0,0,1
539,53,23,26,90337,1,5.3,2,54,1,0,0,0,0
540,27,18,75,85164,3,5.6,3,105,1,1,1,0,1
541,57,35,99,84264,3,0.73,1,259,0,0,0,1,0
542,45,26,184,27335,2,2.91,1,199,1,0,0,0,0
543,51,31,176,53773,3,3.45,3,216,0,0,1,0,0
544,33,13,31,62158,3,9.88,1,46,1,0,0,0,0
545,40,17,164,38570,1,3.31,2,116,0,0,0,1,0
546,34,27,67,97995,4,9.02,2,211,1,0,1,1,0
547,31,28,45,50658,1,3.39,1,154,0,0,1,1,0
548,32,15,131,69184,2,1.41,3,262,0,1,0,0,1
549,39,34,141,82613,4,2.85,2,150,1,1,1,0,1
550,60,30,31,68194,1,3.09,3,211,0,0,1,0,0
551,29,3,168,77507,3,9.79,3,191,1,1,0,0,1
552,35,36,61,43959,3,6.91,3,242,0,1,0,1,1
553,62,16,80,63072,4,9.35,2,97,1,1,1,1,1
554,64,38,77,55588,4,8.43,2,28,1,0,1,0,0
555,31,25,53,50533,3,6.0,1,188,0,1,1,0,1
556,49,38,26,78582,2,6.92,3,171,1,0,0,0,0
557,24,3,128,71743,1,6.44,2,196,1,0,0,0,1
558,27,29,54,54518,3,6.83,2,154,1,1,0,0,1
559,51,29,34,22703,1,3.02,1,139,1,0,1,1,0
560,59,21,44,59456,1,4.38,2,292,0,0,0,0,0
561,60,10,78,65491,1,6.13,2,289,0,0,0,1,0
562,41,1,98,18043,1,0.84,2,255,1,1,1,1,0
563,30,11,105,78340,2,5.09,1,163,0,1,0,0,1
564,23,29,153,20176,2,8.67,1,133,1,1,1,1,1
565,44,35,199,13936,2,5.18,3,265,1,0,1,1,1
566,39,17,107,41174,3,5.75,2,28,1,1,1,0,1
567,29,25,168,92632,3,2.42,1,138,0,1,1,0,1
568,47,6,90,98768,3,8.05,1,84,1,1,1,0,1
569,26,0,140,35909,2,3.91,1,248,1,0,0,0,0
570,58,25,112,54158,1,9.59,3,232,0,0,1,1,1
571,28,22,115,18366,2,9.94,3,60,1,1,1,0,1
572,53,25,51,95125,3,9.2,3,272,0,0,1,1,0
573,41,5,72,64337,4,1.31,3,218,0,1,1,1,0
574,61,5,78,69331,3,3.67,3,285,0,1,0,1,0
575,49,7,88,72197,1,9.48,2,248,1,0,0,0,0
576,32,23,151,82042,2,8.14,2,71,1,0,0,1,1
577,48,21,105,60924,4,9.16,1,292,1,0,0,1,1
578,41,18,37,38842,4,5.94,3,197,1,0,1,0,0
579,61,36,100,27458,1,5.06,3,79,1,0,1,1,0
580,25,17,133,97367,2,1.51,1,136,1,0,1,1,0
581,35,30,43,75382,4,8.47,2,212,1,1,0,0,1
582,50,36,85,84319,3,7.58,3,106,1,1,1,1,1
583,42,29,160,21170,1,1.06,3,206,1,0,0,1,0
584,50,32,81,90145,4,2.49,3,151,1,0,1,1,0
585,30,9,73,54942,1,5.79,2,132,1,1,1,0,1
586,63,36,162,98571,2,7.0,2,165,1,1,0,1,1
587,61,11,150,26208,2,1.81,3,179,0,0,1,0,0
588,23,29,56,45178,2,2.83,3,120,0,0,1,0,0
589,25,26,56,89172,3,2.33,1,173,1,1,1,0,0
590,35,38,150,19039,4,2.59,1,67,1,1,1,1,1
591,50,8,54,24990,2,9.25,2,186,0,1,1,1,1
592,47,20,199,16441,3,7.3,1,137,0,1,0,1,1
593,55,11,143,84221,2,7.5,3,237,1,1,1,1,1
594,60,28,175,89314,2,8.04,2,17,1,0,1,0,1
595,28,32,37,55959,4,3.89,1,75,1,1,0,1,0
596,54,14,141,36862,3,7.79,2,150,1,0,1,1,1
597,43,1,183,37273,2,9.79,3,107,1,1,1,0,1
598,38,38,180,52500,3,7.13,1,152,0,0,1,1,1
599,43,17,173,13956,3,4.46,1,36,1,1,1,0,1
600,33,2,67,82089,2,7.31,1,145,0,0,1,0,0
601,59,6,187,98789,2,9.06,3,125,0,1,1,0,1
602,58,17,36,99451,1,1.72,2,284,1,0,0,0,0
603,57,37,187,12365,4,3.02,1,107,1,1,0,1,1
604,41,36,154,82204,2,9.23,2,285,0,0,1,0,1
605,42,32,76,15000,1,9.49,2,239,1,0,1,0,0
606,40,30,27,67072,4,5.1,2,101,0,0,1,1,0
607,63,10,147,62499,2,4.06,3,219,0,0,1,0,0
608,36,3,136,79211,3,3.19,3,6,1,1,1,0,1
609,37,17,75,22907,4,5.24,1,215,1,1,0,1,1
610,53,3,145,27336,3,9.38,1,168,1,0,1,0,1
611,23,33,178,95220,1,1.92,2,73,0,1,0,1,1
612,25,28,78,62331,2,4.49,2,292,0,0,1,1,0
613,38,23,77,90672,1,9.16,2,26,0,1,0,0,1
614,45,21,159,87755,2,3.82,3,276,1,1,0,1,1
615,33,1,195,78783,2,7.8,3,42,0,0,0,0,1
616,34,5,178,79951,3,4.2,1,92,1,1,0,1,1
617,32,24,127,62509,1,8.15,2,70,1,0,1,1,1
618,54,20,93,16472,3,9.82,2,268,0,1,1,0,1
619,38,15,186,32380,3,4.18,3,108,1,1,1,0,1
620,30,30,167,37280,3,8.53,1,180,0,1,1,1,1
621,60,13,120,31859,1,9.89,2,214,1,0,1,0,1
622,34,38,67,58402,2,9.85,2,113,1,1,0,0,1
623,46,27,90,18262,2,4.62,1,184,0,0,1,0,0
624,50,31,135,21066,1,5.11,2,124,1,0,0,1,1
625,30,27,141,25554,2,3.38,3,104,0,1,1,0,1
626,50,8,97,17008,1,3.48,1,236,1,0,0,1,0
627,58,21,48,97851,1,5.18,2,140,0,1,1,1,1
628,48,31,112,90799,2,2.4,2,292,0,0,0,1,0
629,30,4,92,26238,4,7.26,3,157,1,1,0,0,1
630,50,22,119,92025,3,5.59,3,273,1,0,1,0,1
631,50,4,195,27153,1,9.03,3,116,0,0,0,0,1
632,59,31,93,69353,1,8.2,2,61,0,0,0,0,0
633,63,9,114,62092,4,3.56,2,23,0,0,1,0,0
634,58,38,36,53152,1,5.31,2,59,0,1,0,0,1
635,49,14,156,59104,1,7.63,1,264,1,1,0,1,1
636,39,6,116,34283,2,2.34,3,179,1,0,1,1,0
637,31,28,181,56429,2,0.8,1,231,1,0,0,0,0
638,55,2,192,87223,4,8.6,3,142,1,0,0,1,1
639,42,18,28,98534,1,1.81,2,244,1,0,0,1,0
640,35,9,154,64957,3,8.95,1,80,0,1,0,1,1
641,50,27,163,38887,2,9.18,1,125,0,1,1,0,1
642,51,28,38,56172,3,4.88,3,136,1,1,1,1,0
643,35,14,153,14355,3,8.16,1,55,1,0,1,1,1
644,57,34,133,43701,4,3.95,1,212,0,1,1,1,1
645,28,5,158,51534,4,8.65,2,93,1,1,1,0,1
646,40,11,144,81442,1,8.33,3,291,1,0,1,1,1
647,27,37,80,71274,4,1.25,1,127,0,1,0,0,0
648,47,12,61,88108,2,6.03,2,216,1,0,0,0,0
649,24,28,32,22279,1,6.58,1,198,1,0,0,0,0
650,32,18,159,53491,1,0.51,2,19,1,0,1,0,0
651,52,2,104,86147,3,9.81,1,54,1,0,1,1,1
652,27,7,39,18261,3,4.36,2,245,0,0,0,1,0
653,55,7,69,14474,3,5.41,2,250,1,0,0,1,0
654,23,19,183,38390,1,2.35,3,59,1,0,1,1,0
655,40,3,111,36925,4,6.3,2,162,0,1,0,1,1
656,54,20,107,92174,4,8.2,1,201,0,1,1,1,1
657,33,2,88,69051,4,6.07,2,226,0,0,0,1,0
658,43,7,56,99007,1,7.99,2,128,1,1,1,1,1
659,48,22,159,14787,1,7.45,1,44,0,1,0,0,1
660,47,15,118,83398,1,2.76,1,196,0,1,1,0,1
661,44,12,144,68177,1,4.64,2,165,1,0,0,1,0
662,49,2,187,53724,1,1.91,1,246,0,1,1,0,1
663,35,8,73,20663,4,0.9,2,225,1,0,0,0,0
664,55,13,149,26120,1,1.1,2,279,1,0,0,0,0
665,56,12,197,32740,4,9.45,2,259,1,0,0,1,1
666,63,6,60,12035,1,9.85,1,196,0,0,1,0,0
667,57,14,64,67443,4,1.4,3,106,1,0,0,0,0
668,23,6,122,77388,2,3.68,3,268,0,0,0,1,0
669,43,37,125,62335,2,1.59,2,231,0,0,1,1,0
670,28,33,156,53315,4,8.43,2,100,1,1,0,1,1
671,50,21,147,74165,2,5.21,1,159,1,1,0,0,1
672,39,23,105,56627,2,6.4,3,94,0,0,0,0,1
673,27,36,66,18303,4,5.63,3,206,1,1,0,1,1
674,53,0,24,59334,1,7.25,3,234,0,1,0,1,1
675,27,9,20,65892,1,3.53,1,153,0,0,0,1,0
676,60,15,63,71196,4,1.81,1,99,0,1,0,1,0
677,25,7,169,75700,3,0.67,1,237,0,0,1,1,0
678,45,24,57,49726,3,4.73,2,106,0,1,0,0,0
679,59,11,38,85751,2,9.12,1,129,0,0,1,1,0
680,59,24,178,59606,3,3.4,2,298,1,0,0,0,0
681,32,16,134,40694,2,2.36,2,42,0,1,1,1,1
682,32,25,106,41253,1,9.3,2,62,0,0,1,0,1
683,41,13,189,34230,4,1.5,2,72,1,1,0,0,1
684,39,35,142,63974,1,0.99,1,185,1,0,1,1,0
685,43,22,101,73545,4,8.85,1,116,0,0,0,0,1
686,36,5,173,26925,3,7.16,3,4,0,1,1,0,1
687,31,4,160,16033,1,4.51,3,75,0,1,1,1,1
688,23,24,77,72461,1,7.65,2,290,1,1,1,0,1
689,35,17,165,12665,2,7.54,3,82,0,0,1,0,1
690,26,12,86,37025,4,0.88,3,59,0,1,0,0,0
691,23,13,141,33533,3,6.92,3,106,1,0,0,1,1
692,62,27,106,55897,1,6.59,2,116,1,1,1,1,1
693,54,17,150,87661,4,9.66,3,81,1,1,1,0,1
694,56,27,74,30998,3,9.68,1,140,0,1,0,0,1
695,50,26,108,71248,1,4.09,2,221,1,1,1,1,1
696,53,31,77,33057,4,6.1,1,69,0,1,1,1,1
697,30,8,82,89244,2,1.84,2,11,1,0,0,0,0
698,61,39,110,93608,1,1.13,1,296,1,0,1,0,0
699,48,31,71,80631,4,4.61,3,104,0,1,1,0,0
700,56,19,145,77173,3,7.05,2,206,0,1,1,1,1
701,25,27,43,90206,3,5.89,1,64,1,1,0,0,1
702,34,32,91,48734,2,4.58,2,62,0,0,1,0,0
703,23,3,28,72072,1,8.27,1,177,0,0,1,0,0
704,27,33,129,74175,2,8.05,3,7,1,1,0,1,1
705,52,2,184,73783,4,7.45,2,158,0,0,0,0,1
706,52,25,113,80739,3,1.23,2,10,0,0,0,0,0
707,39,7,136,97054,2,8.07,1,272,1,1,0,0,1
708,45,5,102,61042,1,9.23,1,94,0,0,0,1,1
709,37,15,99,62357,4,1.06,3,154,0,0,1,0,0
710,59,23,171,18669,1,4.32,1,205,0,0,1,0,0
711,43,38,168,77902,2,9.89,1,114,1,0,1,1,1
712,36,29,119,28910,3,6.19,1,86,0,1,1,0,1
713,24,12,59,66959,3,5.38,3,196,0,0,1,1,0
714,33,4,122,10366,2,2.19,3,97,0,0,0,1,0
715,61,24,81,58415,1,5.87,2,18,0,0,0,1,0
716,60,19,88,19907,1,4.67,3,15,0,1,0,1,0
717,56,17,161,42780,1,1.71,1,44,1,1,0,1,1
718,60,17,128,67879,1,4.91,2,154,0,1,1,1,1
719,56,1,189,95159,3,2.06,3,230,1,1,0,0,1
720,40,9,197,45085,1,7.44,3,156,0,1,1,1,1
721,52,11,23,75499,2,9.75,1,112,1,1,1,0,1
722,37,12,91,30426,2,4.96,1,43,0,1,0,1,0
723,49,10,36,58197,2,6.51,3,109,1,0,1,0,0
724,56,18,133,17485,2,4.59,2,110,0,0,0,0,0
725,60,34,104,59527,1,1.82,1,222,0,0,0,1,0
726,55,38,76,74600,3,9.72,3,264,0,0,0,0,0
727,46,25,126,91439,4,1.73,3,270,0,1,0,0,1
728,37,13,67,78748,1,1.56,1,211,1,0,0,1,0
729,52,23,191,68528,4,4.86,2,257,0,0,1,0,0
730,64,0,192,37799,3,6.76,2,246,0,1,1,0,1
731,39,21,136,56339,1,3.87,2,54,0,0,1,1,0
732,27,22,180,26087,4,2.33,1,71,0,1,0,0,1
733,51,18,50,17446,3,8.28,1,295,1,1,1,0,1
734,26,17,131,60460,4,3.95,1,212,0,0,1,1,0
735,32,11,66,68260,2,2.35,2,294,0,0,1,0,0
736,39,27,153,24877,2,3.97,2,170,0,1,0,0,1
737,32,27,127,34723,3,2.54,1,245,0,0,0,1,0
738,39,32,91,22943,3,5.43,1,140,1,1,1,0,1
739,42,18,90,20306,4,6.85,1,103,0,0,1,1,0
740,46,27,181,46784,3,8.1,2,104,1,0,1,1,1
741,27,36,127,30455,2,2.66,3,239,0,0,1,0,0
742,56,25,72,81448,2,2.09,3,279,1,1,0,0,0
743,28,34,161,39974,1,0.69,2,21,1,1,1,1,1
744,24,33,35,37371,4,2.67,1,77,0,0,1,1,0
745,35,34,190,13936,3,0.73,1,194,0,0,1,1,0
746,33,39,135,43166,3,3.78,1,20,0,1,0,1,1
747,45,15,92,35727,3,1.88,1,159,0,1,0,0,0
748,38,37,93,73969,4,6.01,2,231,1,1,1,1,1
749,53,12,100,38368,2,4.15,3,43,1,1,0,0,0
750,33,22,31,78531,3,1.39,3,296,1,0,0,0,0
751,38,21,147,49097,3,4.3,2,179,1,1,0,0,1
752,30,15,89,44984,2,2.49,1,100,0,1,1,0,0
753,26,27,166,60859,3,6.96,3,114,0,1,0,0,1
754,62,34,60,54291,1,3.96,2,212,1,1,1,0,0
755,26,7,176,75228,2,1.9,1,17,0,0,0,0,0
756,47,21,78,32150,2,3.82,3,26,1,0,0,0,0
757,25,20,108,32061,2,2.63,2,284,1,0,1,1,0
758,54,25,43,39178,1,8.06,3,148,1,1,1,0,1
759,25,39,163,66790,2,9.84,3,284,0,1,0,0,1
760,49,20,199,75696,4,0.74,2,136,1,0,0,0,0
761,51,24,99,25648,4,7.06,2,188,1,0,1,1,0
762,54,0,153,71779,4,3.01,3,189,1,1,0,0,1
763,41,5,184,46672,2,1.13,3,198,0,1,1,0,1
764,43,22,151,79109,2,0.64,2,101,0,0,1,0,0
765,27,22,111,70521,2,8.87,1,90,1,1,1,0,1
766,40,22,185,44593,1,3.86,1,223,0,0,0,1,0
767,50,31,188,23786,4,9.95,1,4,0,1,0,1,1
768,64,29,111,19815,3,4.7,1,14,0,0,1,0,0
769,44,12,100,31966,3,2.28,2,4,0,1,0,0,0
770,43,17,161,23794,2,7.88,1,229,1,1,1,1,1
771,28,22,90,41423,1,9.3,3,113,1,1,0,1,1
772,23,14,198,31302,2,8.25,1,3,1,0,0,1,1
773,27,32,84,71064,3,7.58,2,183,1,1,0,1,1
774,63,20,71,96800,4,3.68,1,212,0,1,0,1,0
775,34,38,49,95140,3,1.11,1,246,1,1,1,1,0
776,48,22,118,37835,4,2.41,2,33,0,0,0,0,0
777,56,26,177,83356,4,4.74,1,295,1,1,1,0,1
778,36,17,117,59282,1,9.58,2,195,1,0,0,1,1
779,48,23,61,62714,3,7.37,1,126,0,1,1,1,1
780,49,39,158,77035,2,8.37,2,141,1,0,0,1,1
781,31,6,46,33814,1,3.13,1,135,0,0,1,0,0
782,48,19,171,34089,4,7.0,3,127,1,1,0,1,1
783,44,26,186,83162,3,8.69,3,173,1,0,1,0,1
784,52,5,91,65831,2,5.05,2,217,0,1,0,0,1
785,39,26,37,42746,1,4.58,2,113,1,1,0,1,0
786,48,8,96,91673,2,7.33,2,11,0,1,0,1,1
787,58,30,64,61940,3,5.82,3,243,0,1,1,0,1
788,23,20,134,96796,2,9.94,2,51,1,0,1,0,1
789,30,25,106,46476,1,4.54,1,185,1,0,0,0,0
790,57,39,159,36283,2,2.17,2,232,0,0,1,1,0
791,37,12,196,11769,3,4.98,2,1,1,0,0,1,0
792,44,22,178,52278,1,2.73,1,0,1,0,0,1,0
793,36,19,111,56994,4,5.83,1,238,0,1,0,0,1
794,48,36,41,72898,1,1.7,3,54,0,1,1,1,0
795,50,27,191,25634,3,9.52,1,219,1,0,1,1,1
796,45,16,111,20965,2,8.67,1,103,0,0,0,1,1
797,36,27,96,37566,4,1.98,2,276,1,1,1,0,0
798,46,1,44,62196,4,2.14,3,9,1,0,1,1,0
799,24,24,127,58285,2,5.37,1,103,1,0,0,1,1
800,48,5,198,65499,3,7.84,3,197,0,0,0,1,1
801,36,10,154,29420,1,2.58,1,13,0,0,1,1,0
802,29,37,128,35236,3,1.08,3,167,1,1,0,1,1
803,25,5,153,16218,4,5.68,1,29,0,1,0,0,1
804,45,10,43,59892,1,7.07,2,13,0,0,1,0,0
805,40,13,38,84031,1,2.82,3,237,0,1,1,0,0
806,60,1,102,74057,2,7.53,3,61,0,0,1,0,1
807,57,39,134,88609,3,9.53,1,109,0,1,0,0,1
808,37,2,28,86907,1,1.8,3,159,1,0,0,1,0
809,47,34,131,93130,2,5.35,1,54,0,1,1,0,1
810,59,32,183,21226,3,1.04,3,248,0,1,1,0,1
811,50,23,121,62271,4,2.46,3,255,0,1,0,1,1
812,32,18,187,20046,4,1.35,2,21,1,0,1,0,0
813,61,17,171,47117,3,4.34,2,102,1,1,1,0,1
814,39,23,67,14965,1,8.3,3,263,0,1,0,0,1
815,61,34,88,69478,1,5.98,2,235,1,0,0,0,0
816,44,0,189,88872,4,2.61,3,232,0,0,1,1,0
817,48,35,138,67277,4,0.88,1,167,1,0,1,1,0
818,47,24,64,95379,1,5.76,3,232,1,0,0,0,0
819,39,33,144,69613,3,1.76,3,4,0,0,0,0,0
820,35,24,33,27373,4,3.76,2,44,1,1,0,1,0
821,42,15,176,55452,1,5.35,2,45,0,0,0,0,1
822,47,33,153,60089,3,9.09,1,163,0,0,1,1,1
823,26,28,154,16654,2,1.28,1,168,1,1,0,1,1
824,32,18,56,41280,3,6.85,1,163,1,0,0,0,0
825,25,22,72,66141,1,0.63,3,255,1,0,1,0,0
826,63,18,37,97943,3,6.48,1,65,0,1,1,0,1
827,40,24,57,77894,1,5.74,1,259,0,1,1,0,1
828,58,15,148,36583,4,8.21,2,87,0,0,0,0,1
829,44,8,63,16360,2,5.55,2,239,1,0,1,0,0
830,56,0,66,63968,4,3.85,1,58,1,1,0,0,0
831,30,18,54,13743,4,2.81,1,169,1,0,0,0,0
832,62,32,79,17159,1,1.31,3,257,1,1,1,0,0
833,41,33,109,42151,1,5.58,3,45,0,1,0,0,1
834,64,15,71,10518,1,8.94,2,1,1,1,1,1,1
835,63,39,27,26652,1,5.39,1,128,0,0,1,0,0
836,59,17,126,88461,4,7.52,1,268,0,0,0,0,1
837,28,33,188,81011,1,3.34,1,277,0,0,0,1,0
838,48,24,150,52348,1,4.76,1,16,1,1,0,1,1
839,56,5,161,85422,4,3.58,1,186,1,0,1,0,0
840,28,20,115,87001,2,1.54,3,115,1,0,1,1,0
841,59,5,45,86757,2,4.46,3,258,1,1,1,0,0
842,55,31,130,34395,3,7.76,1,248,1,0,0,1,1
843,44,38,142,12335,4,4.25,3,197,1,0,1,1,0
844,43,30,187,80112,1,6.68,3,226,1,1,1,1,1
845,28,9,70,10500,3,7.71,1,176,1,1,1,0,1
846,28,29,142,18083,2,3.57,3,242,1,1,0,1,1
847,26,17,24,91256,2,8.08,1,34,1,0,0,1,0
848,52,23,96,15543,4,3.72,3,134,1,0,0,1,0
849,33,8,179,78812,1,2.93,1,9,1,0,1,1,0
850,52,30,20,62237,1,2.61,1,182,1,1,1,1,0
851,53,14,30,99716,3,2.4,3,201,1,0,0,1,0
852,46,3,27,16613,2,7.5,3,18,0,0,0,0,0
853,31,39,172,76863,3,8.93,2,22,0,0,1,0,1
854,25,8,187,50540,3,2.69,1,94,0,1,1,0,1
855,53,8,51,86202,3,1.31,1,63,1,0,1,1,0
856,62,25,47,36255,1,3.48,1,219,0,1,0,1,0
857,59,3,150,95666,2,6.75,1,95,1,0,0,1,1
858,58,16,147,32068,3,4.0,3,264,1,1,0,0,1
859,46,15,81,59057,2,5.72,3,156,0,1,0,1,1
860,53,14,46,28946,2,7.57,2,206,1,0,1,1,0
861,28,34,64,30547,3,4.38,1,273,1,0,1,1,0
862,24,4,124,95237,3,10.0,2,245,1,1,1,1,1
863,42,4,111,15769,4,3.33,2,198,1,1,0,1,1
864,50,19,44,34883,1,9.79,2,284,0,0,0,1,0
865,33,14,63,71340,2,2.43,2,82,1,1,1,0,0
866,26,17,193,89199,3,1.55,2,132,0,1,0,0,1
867,37,1,161,45162,3,7.63,3,104,0,1,0,0,1
868,28,28,155,98388,2,7.17,3,236,1,0,1,1,1
869,52,12,195,95924,3,8.21,2,68,0,1,0,0,1
870,60,3,161,43434,4,3.76,3,183,1,0,0,1,0
871,24,9,99,32102,2,9.34,3,117,1,0,1,1,0
872,37,30,101,31536,3,1.64,2,179,0,0,1,0,0
873,33,7,154,87891,2,0.79,3,270,0,1,1,1,1
874,30,2,107,77770,3,3.36,3,89,0,1,0,0,1
875,48,8,196,60388,3,8.07,1,87,1,1,1,0,1
876,27,29,146,60775,1,6.89,2,82,0,0,1,0,1
877,28,10,74,41147,2,4.64,1,19,0,0,0,1,0
878,48,34,160,60526,1,2.93,1,106,0,0,0,1,0
879,26,36,75,33659,3,1.06,2,271,1,0,1,1,0
880,41,12,34,92096,2,3.71,1,97,1,0,1,0,0
881,42,35,77,33088,2,4.87,1,231,0,0,0,0,0
882,55,12,182,78464,4,7.03,3,56,0,0,0,0,1
883,42,11,107,69998,4,6.64,1,148,0,0,0,1,1
884,34,36,116,50382,3,9.5,2,234,1,1,1,1,1
885,23,9,163,38184,3,1.45,3,136,1,1,0,1,1
886,48,8,27,30099,3,3.7,3,266,1,1,1,1,0
887,36,6,192,79810,3,5.07,3,228,1,1,1,0,1
888,60,1,59,47739,4,6.87,2,281,1,0,1,1,0
889,59,22,33,18389,2,5.21,2,201,0,1,0,1,1
890,33,38,72,27352,1,9.17,2,231,0,0,0,0,0
891,58,39,146,31148,2,6.28,1,18,1,1,1,1,1
892,35,38,174,41828,2,0.88,1,15,1,0,1,1,0
893,25,20,194,78040,4,1.58,3,55,0,1,0,0,1
894,55,22,99,66795,2,7.66,3,113,0,1,1,1,1
895,28,28,134,68620,2,7.3,2,67,0,1,0,0,1
896,32,13,153,67114,3,1.96,2,77,0,0,1,1,0
